class	pred
1	 http://arduino.cc/en/Reference/pinMode notes that The analog input pins can be used as digital pins referred to as A0 A1 etc. Is it possible to configure these pins as digital output pins as well? 
1	 I have been controlling my servomotors for a while now only using pin 0. After some research it has became apparent to me that the ports with ~ are the PWM pins. I thought that all pins sent out PWM signals therefore the motor was able to move back and forth. Now Im really confused as to how the motor was able to turn without using a ~ pin like pin 5. Can someone explain why I should or should not use PWM signal when controlling a motor? 
1	 I need to measure around 50 - 100 analog sensors resistors. This poses two challenges: Arduino has fewer analog pins. I\m targeting something small like arduino Mini or Nano which can have up to 8 analog pins. The solution for this could be several multiplexors like this one . Is there a better option? Is this the best way to read so many analog sensors with Arduino? I am thinking also in several arduino mini talking through wifi / bluetooth with the main one which would also aid with Problem #2. There would be a lot of cables for this setup and I need to keep it all as flat and flexible as possible. So I was thinking of some kind of adesive copper conductor paper printed circuit or plastic. The thing is that it would become difficult to create if I do it myself. What would
1	 Im looking to make a 15 x 15 grid of load sensors and RGB LEDs for an interactive dance floor. Each node will be driven by an arduino and the entire floor will be managed by a RaspberryPi. Im trying to figure out the best way to have the nodes communicate with the Pi. Ideally the network would have these characteristics: Low cost per node Raspberry Pi as the master arduino nodes as slaves Ability to know where each node is in the grid Healing: If a node goes down it doesnt take out all the others. Can easily replace broken nodes The electronics for each node will be ~12 inches apart The master will be 5 - 10 feet away from the matrix. So far I have been toiling over a few ides. I2C This would allow each node to be addressable however it seems that Arduino will only allow up to 127 addresses and this matrix will have at least 225 nodes. SPI If daisy chained it wou
1	 Thank you to anyone reading this and even more so if you have any help for me. I am a iOS developer and do not have muck idea on Ardiono Ethernet Shield capabilities. I would like to know if Arduino Shield can find out out the mac address and IP address of all the accessible devices 
1	 I am trying to connect 4 small DC motors to Arduino like those in the following image: The specification for each of them is: Suggested Voltage: 3V DC; No Load Speed: 65 10rpm; No Load Current: 125mA 170mA MAX. But I have no useful knowledge in electronics to do so... I would be really thankful if anyone could explain me why it is so difficult to connect DC motors to Arduino I\ve heard about problems with the magnetic field but I don\t really understand why; and possible point me to an easy and cheap solution. I am of course willing to study not expecting a complete solution. I\m aware there are some shields for doing this kind of connection but they are really expensive and I\ve seen some people using only transistors or components like SN754410. Thank you in advance! :- 
1	 Im pretty new to microcontrollers and Arduino and since I cant find any satisfying information on my problem I hope that you might answer them: My project is actually quite simple: I just want to write out data over a serial connection via USB the problem: My Arduino Nano has to run as USB Host. Thats because the other device is a vacuum cleaner: Neato XV-25 with a mini usb jack. I was already able to talk to it using a Raspberry Pi. Since I dont have much knowledge about USB communication I would like to know the following before I start digging deeper: I found out that I would not be able to use the usual usb port of the nano. But Ive read a few things about that V-USB library but did not understand very much. Would it be possible to create a USB Host with this library that can communicate via a virtual serial connection? I stumbled across the USBHost for Android Nano. Its a shield but Im not sure if it would fit my nee
1	 I am working off an Arduino UNO with an AdaFruit pn532 NFC/RFID shield . The goal is to have a shoe box with a false bottom. Under that false bottom would be my prototype which hopes to be able to detect any mifare tag that is in the box above the false bottom. The range obviously for these devices is practically touching but i was was wondering if there is anyway to extend the reach of the NFC/RFID shield so that the entire false bottom of the box could act as that antenna? 
1	 I am trying to measure current through load using ACS712 model. I need help in calibaring the current value. My setup uses 2 fans at presentthe fan details as below. FAN1 details fan 2 details slno fans Actual_dc load Before_conversion after_ conversion1 AD0612HX 0.15A 0.09a 0.15A2 ADO812XB 0.40A 0.25A 0.32A3 WHEN COMBINE 0.52A 0.35A 0.41A int Sensor_Value=0;float voltage;float ARDUINO_ANALOG_SCALING = 0.00488758;float Actual_voltage;float Current_Sensor_Value;void setup{ Serial.begin9600; pinModeA0 INPUT ;}void loop{ CS_Output; Serial.println.......................
1	 I have a PIR motion sensor and would like some ultra bright UV led lights to fade in when this is triggered. It is one unit consisting of 225 led lights connected to 240v mains Australia. I bought a relay for the basic on/off function but was wondering if fading on and off can be done relatively easily - this is my first arduino project. I would value any suggestions. 
1	 I just begun with the Arduino starter kit and in the second example I would like to test some changes to learn more. The point is to have a green LED shining and when pressing the button the two red LEDs blink. This is the code: int switchState = 0;void setup{ pinMode2 INPUT; pinMode3 OUTPUT; pinMode4 OUTPUT; pinMode5 OUTPUT; // the button is pressed digitalWrite3 LOW; digitalWrite4 LOW; digitalWrite5 HIGH; delay250; // wait for a quarter second // toggle the LEDs digitalWrite4 HIGH; digitalWrite5 LOW; delay250; // wait fo a quarter second}void loop{ switchState = digitalRead2; // this is a comment ifswitchState == LOW { // the button is not pressed digitalWrite3 HIGH; // green LED digitalWrite4 LOW; // red LED digitalWrite5 LOW; // red LED } else { // the button is pressed digitalWrite3 LOW; digitalWrite4 LOW; digitalWrite5 HIGH; delay250; // wait fo
1	 When I used Serial.println in the code I naively believed I would see the characters that I sent displayed on that little black area just under the interface just like a terminal. #include &lt;Servo.h&gt;int moveServo;Servo myservo;void setup{ myservo.attach0; Serial.println Hello Earth; Serial.println;}void loop {} Can someone tell me just where Hello Earth would be displayed? 
